Gender,Age_Group,Income_Level,Shop_Frequency,Product_Type,Salary,Monthly_Purchase
1,1,3,1,3,63643,1
2,2,2,3,3,42950,7
1,1,3,1,5,80050,0
1,1,1,1,1,11424,1
1,3,2,2,4,53533,5
1,1,1,1,1,23415,0
2,2,2,3,4,55887,14
2,2,2,3,4,58632,14
2,2,1,2,5,29126,5
2,2,1,2,3,27986,4
1,2,3,2,6,89566,4
2,1,1,1,1,10416,1
1,2,3,2,6,92595,5
2,1,1,1,2,17528,1
1,1,3,1,4,81052,0
1,1,3,1,5,88486,1
1,1,3,1,4,93659,0
2,3,3,3,6,92904,14
1,2,2,3,3,41394,11
2,2,2,3,3,44505,13
2,1,1,1,1,28200,1
2,2,2,3,3,33311,7
2,3,3,3,6,73640,14
2,2,2,3,1,43981,13
2,3,3,3,5,64589,12
2,2,1,2,3,19752,3
2,3,3,3,7,96617,11
1,3,2,2,2,46739,3
2,3,2,2,6,54385,3
2,2,1,2,3,23616,5
1,1,1,1,1,15654,0
1,2,3,2,7,73176,3
1,3,2,2,4,53306,4
1,1,3,1,3,93472,0
1,2,2,3,1,35327,11
2,2,1,2,4,15941,5
1,1,3,1,5,83454,1
1,2,3,2,6,90005,4
2,3,2,2,2,44569,5
1,1,3,1,4,81860,0
1,2,3,2,6,82299,4
1,1,1,1,2,23227,0
2,2,2,3,3,31189,8
2,2,1,2,5,13254,3
2,3,2,2,2,47655,5
2,1,1,1,1,14446,1
2,1,1,1,2,27569,0
2,3,3,3,6,95373,7
1,2,3,2,6,98079,5
1,2,3,2,7,89342,5
2,3,2,2,2,57825,4
1,1,3,1,3,98201,1
1,1,1,1,2,10004,1
2,3,2,2,4,33966,3
2,3,2,2,4,50124,5
1,3,2,2,4,54301,3
1,1,3,1,5,80842,1
2,2,2,3,3,32858,12
1,1,3,1,5,75306,1
2,3,2,2,6,34306,4
1,2,3,2,7,73146,4
1,2,3,2,7,89645,5
1,3,2,2,6,31446,3
2,3,3,3,5,69471,14
1,1,1,1,2,29827,0
1,1,3,1,3,70762,1
2,3,2,2,2,54352,4
2,2,2,3,4,35001,11
1,1,3,1,5,83843,1
1,1,1,1,2,19143,0
2,2,2,3,1,45582,8
1,2,3,2,6,96954,5
2,2,2,3,1,38972,9
2,3,3,3,7,89725,9
2,2,1,2,3,24527,5
2,2,1,2,3,27840,4
2,2,1,2,4,25331,3
2,3,2,2,6,37363,5
1,2,3,2,7,68012,5
2,1,1,1,2,13540,1
1,1,1,1,1,21432,1
1,2,3,2,7,67222,4
1,1,1,1,1,20502,0
2,3,3,3,6,67211,8
1,1,1,1,2,20992,0
2,1,1,1,2,25873,0
2,3,3,3,5,65387,11
1,3,2,2,2,30904,4
1,1,3,1,3,62900,0
2,2,2,3,1,48132,8
1,3,2,2,2,39398,3
2,2,2,3,1,36322,9
1,1,1,1,2,29916,0
1,2,2,3,3,55474,10
1,1,3,1,4,87962,0
2,2,1,2,3,25565,4
1,3,2,2,6,39707,5
1,1,3,1,5,71907,1
1,2,2,3,4,39718,10
2,3,3,3,5,95812,7
1,3,2,2,2,48296,5
1,2,3,2,6,89083,4
1,1,1,1,2,25698,0
1,1,1,1,2,25062,0
1,1,1,1,2,15649,0
1,2,3,2,6,79653,3
1,3,2,2,4,54471,3
1,2,2,3,3,39821,11
1,3,2,2,4,45476,4
2,1,1,1,2,17884,1
1,2,2,3,4,53691,13
2,2,2,3,1,51759,9
2,3,2,2,2,57423,4
1,3,2,2,2,34069,5
2,3,3,3,7,84240,9
1,2,2,3,1,39373,14
1,3,2,2,4,40918,3
2,1,1,1,2,24040,0
1,2,3,2,6,84813,3
2,3,3,3,6,67068,10
2,1,1,1,2,26162,0
1,2,3,2,6,94775,3
2,2,2,3,3,45153,11
2,3,3,3,5,66079,11
1,1,1,1,2,29579,0
2,2,1,2,4,16740,3
1,2,3,2,7,61392,4
2,3,3,3,6,70528,13
2,2,2,3,1,40511,9
1,3,2,2,4,56327,5
2,1,1,1,2,20079,1
1,2,2,3,3,39777,12
2,3,3,3,7,97029,10
1,3,2,2,2,44034,3
2,3,3,3,7,69514,12
1,2,2,3,4,59372,7
2,2,2,3,3,39896,8
1,2,2,3,1,50638,10
2,3,3,3,7,85860,12
1,1,3,1,5,66202,1
2,1,1,1,1,13783,1
1,2,2,3,4,35924,14
1,3,2,2,2,38008,3
1,1,1,1,1,12394,0
1,2,3,2,6,91695,5
1,1,3,1,5,72680,1
1,3,2,2,4,36481,3
1,1,1,1,2,21785,1
2,3,2,2,2,53859,3
1,1,1,1,2,29480,1
2,2,1,2,3,12856,5
1,1,3,1,4,99511,1
2,3,2,2,2,44413,5
2,2,1,2,3,27317,5
2,2,1,2,4,11927,4
1,1,3,1,5,84681,0
1,2,2,3,4,39698,13
1,2,3,2,6,84496,3
2,3,2,2,6,44122,4
2,2,1,2,5,22993,3
2,3,2,2,2,56866,3
2,2,1,2,3,21704,3
2,3,2,2,4,50224,4
2,2,1,2,5,22491,4
1,1,1,1,1,22787,0
1,1,3,1,4,76736,0
1,1,3,1,4,77406,0
2,2,1,2,5,24546,3
1,1,1,1,1,29182,0
2,1,1,1,2,10657,0
1,1,3,1,4,62808,1
1,1,1,1,2,24277,0
2,3,3,3,5,70142,9
1,2,3,2,7,94036,5
2,2,1,2,5,20680,5
1,1,1,1,1,28736,0
1,3,2,2,4,49304,4
2,2,2,3,1,43220,14
1,1,1,1,2,18126,0
2,1,1,1,2,29588,0
2,2,2,3,1,50906,13
2,2,2,3,3,59897,12
1,1,3,1,4,86605,0
2,3,3,3,6,86159,8
1,3,2,2,4,46018,3
1,1,3,1,3,77609,0
2,3,2,2,6,54836,3
2,3,3,3,6,71322,10
1,1,3,1,5,64321,1
2,3,3,3,6,99795,12
1,1,3,1,4,60148,1
1,3,2,2,6,50915,4
2,2,1,2,5,27966,4
1,3,2,2,4,38376,4
2,2,1,2,3,13143,5
1,2,2,3,1,45763,11
2,1,1,1,1,25775,0
1,2,2,3,1,57995,9
1,1,3,1,4,93321,1
1,2,3,2,6,82054,4
2,2,1,2,5,20429,3
2,2,2,3,4,59145,11
2,3,3,3,7,76638,13
1,1,3,1,4,72491,0
2,3,3,3,7,66997,8
1,2,2,3,3,44395,12
2,1,1,1,2,16811,1
1,1,1,1,1,11288,1
1,2,3,2,6,71778,3
1,1,1,1,2,22289,1
1,3,2,2,4,35394,5
1,3,2,2,6,30089,5
1,2,3,2,6,93037,4
2,3,2,2,4,59851,4
1,1,1,1,2,13024,1
2,3,2,2,4,45868,3
1,1,1,1,2,16971,1
1,2,3,2,6,80395,5
1,1,1,1,1,27890,1
1,2,3,2,7,85466,5
2,1,1,1,2,11989,0
1,3,2,2,6,51891,5
1,2,2,3,4,39462,11
1,3,2,2,2,41249,5
2,3,3,3,5,84592,7
1,2,2,3,1,45606,7
2,3,3,3,6,74938,13
2,3,2,2,4,34509,4
1,1,1,1,2,26415,1
1,2,2,3,4,57377,12
1,1,1,1,1,27980,1
1,2,2,3,1,40142,10
1,2,2,3,4,42378,8
2,3,2,2,6,56950,3
1,3,2,2,6,50254,4
1,1,1,1,2,12787,1
1,3,2,2,2,37316,4
1,1,1,1,1,23266,0
2,2,2,3,3,37916,8
1,3,2,2,2,57123,5
2,3,3,3,6,97577,10
1,2,3,2,7,65918,4
2,1,1,1,1,20327,0
2,2,2,3,4,56256,11
2,3,3,3,5,66545,13
2,3,2,2,6,53823,3
2,1,1,1,2,22995,1
2,2,1,2,4,23549,5
2,1,1,1,2,14552,1
1,2,2,3,3,49339,9
2,2,2,3,1,41042,12
2,3,3,3,7,67242,14
2,3,2,2,6,58409,3
2,3,2,2,4,33624,3
1,1,1,1,1,20721,0
2,3,3,3,6,81077,12
2,2,1,2,4,24269,4
2,3,3,3,5,94160,8
2,2,1,2,4,25932,5
1,3,2,2,4,41879,3
1,3,2,2,2,35957,4
2,2,1,2,4,26942,3
1,3,2,2,6,33747,4
2,3,3,3,7,76844,8
1,1,1,1,1,21835,0
2,3,3,3,5,65960,13
1,1,1,1,1,25013,0
1,2,2,3,4,51367,13
2,2,2,3,4,38196,11
1,2,3,2,7,91324,4
1,1,3,1,5,84067,0
1,3,2,2,4,35299,3
2,2,2,3,3,49481,8
2,3,3,3,6,79875,10
1,2,2,3,3,58520,8
1,2,3,2,6,91797,3
2,3,2,2,6,41242,5
2,3,2,2,4,35997,4
2,2,2,3,3,44619,14
1,2,2,3,1,35880,14
2,1,1,1,1,26886,1
2,1,1,1,2,14402,0
1,3,2,2,4,31270,5
2,2,2,3,4,30623,9
1,1,3,1,3,71164,1
2,3,2,2,4,39308,3
2,1,1,1,2,29764,1
2,3,3,3,7,83005,9
2,2,2,3,4,44022,8
1,1,1,1,2,18424,1
1,2,2,3,4,56355,11
1,1,3,1,5,87311,1
2,1,1,1,1,12009,0
2,3,3,3,5,70488,11
1,1,1,1,2,16219,1
1,1,1,1,1,14674,1
2,1,1,1,2,25771,1
1,3,2,2,4,45901,5
1,3,2,2,2,57566,4
2,2,2,3,1,43713,11
2,1,1,1,2,14742,1
1,3,2,2,2,33058,3
1,1,3,1,5,87955,0
2,3,2,2,4,37271,5
2,2,1,2,3,23205,4
1,1,3,1,3,80183,1
2,3,3,3,5,88816,7
2,2,1,2,3,11953,3
1,1,1,1,2,14074,1
2,3,3,3,5,78522,10
1,2,2,3,4,52728,12
1,2,2,3,3,42749,9
2,3,2,2,6,59988,3
2,1,1,1,2,25405,0
1,1,1,1,2,24828,0
2,1,1,1,2,11438,1
1,2,3,2,7,63040,4
2,3,2,2,6,31959,5
1,1,3,1,3,64352,0
1,3,2,2,2,57651,3
1,1,1,1,2,29639,0
1,1,1,1,1,23402,0
1,1,3,1,3,78261,1
1,2,2,3,4,32934,13
2,2,1,2,4,16174,5
1,2,3,2,6,64157,5
2,1,1,1,2,28622,1
2,2,1,2,3,25473,5
2,2,1,2,4,20901,4
1,1,1,1,2,16991,1
1,1,3,1,3,66313,1
1,1,1,1,1,24048,0
1,2,3,2,6,76298,5
2,1,1,1,1,11863,0
2,2,2,3,4,42935,9
1,1,1,1,2,16544,1
1,2,2,3,4,35917,13
2,3,2,2,4,55802,3
1,2,2,3,1,48002,8
2,2,2,3,4,34138,9
1,3,2,2,2,33794,3
2,1,1,1,2,18350,0
2,2,1,2,5,18661,3
1,1,1,1,1,13435,0
2,1,1,1,2,11335,1
2,1,1,1,1,29526,1
2,2,2,3,4,49826,13
2,2,2,3,3,56323,10
1,2,3,2,6,69184,3
2,1,1,1,2,10052,0
2,3,3,3,5,83398,9
1,2,2,3,4,44409,12
1,1,3,1,4,79485,0
1,3,2,2,4,55680,5
2,2,2,3,1,33469,12
2,3,3,3,5,86801,10
1,2,3,2,6,84094,5
2,3,2,2,2,35442,5
1,2,2,3,1,30688,13
2,3,3,3,6,84927,10
1,2,3,2,6,89900,4
2,2,2,3,3,40626,9
1,1,1,1,2,24116,0
1,1,3,1,3,94181,1
1,2,3,2,6,96836,5
2,2,1,2,3,26807,4
1,1,3,1,3,85133,0
2,2,1,2,3,24924,5
2,2,2,3,3,35973,10
2,2,1,2,4,21614,4
2,3,3,3,5,82678,7
1,2,3,2,6,63845,4
1,3,2,2,6,44837,3
1,3,2,2,4,40355,3
2,3,2,2,4,30181,3
2,3,3,3,5,68692,8
1,2,3,2,7,66438,5
1,2,2,3,1,42212,8
1,2,2,3,1,39193,12
2,1,1,1,2,17406,0
2,2,1,2,4,15110,5
2,3,2,2,6,39863,3
2,3,2,2,2,59922,3
1,2,2,3,1,44088,9
2,1,1,1,1,25589,0
2,3,3,3,6,82688,10
2,2,1,2,5,25042,4
2,2,2,3,1,39459,14
1,3,2,2,4,36138,5
2,3,2,2,6,40374,5
2,3,3,3,5,64187,8
2,1,1,1,1,25352,1
2,3,2,2,6,42014,3
2,2,1,2,3,18810,3
2,2,2,3,1,38486,11
2,1,1,1,1,25516,1
2,2,1,2,4,25498,3
1,3,2,2,2,40506,5
2,3,2,2,6,30201,4
1,1,1,1,2,28780,0
2,1,1,1,1,15968,0
2,2,2,3,3,36122,11
2,2,1,2,4,23850,3
2,2,2,3,3,33641,11
2,3,3,3,6,68643,13
1,3,2,2,6,47968,3
2,3,2,2,6,40506,3
2,1,1,1,1,23404,1
1,2,3,2,7,90396,5
1,2,2,3,3,58092,9
1,2,2,3,1,34071,12
1,2,2,3,1,38663,13
2,1,1,1,1,19630,1
1,3,2,2,6,32819,4
1,3,2,2,6,49053,5
1,2,2,3,1,36739,10
1,1,1,1,2,18186,1
2,2,1,2,3,28301,5
2,3,3,3,6,87447,13
1,1,1,1,2,23121,1
2,2,2,3,1,56523,7
2,2,1,2,3,13335,5
2,3,2,2,6,42830,5
2,3,2,2,6,35108,3
1,2,2,3,4,43828,11
2,2,2,3,1,37498,8
2,1,1,1,1,24265,1
1,1,3,1,3,81045,1
2,3,2,2,4,40851,4
1,1,1,1,2,14900,0
2,3,3,3,6,70274,10
1,2,3,2,7,77291,4
1,3,2,2,2,44664,5
2,1,1,1,2,11866,1
2,3,3,3,7,89220,11
1,1,1,1,2,25333,0
2,2,2,3,3,34340,8
2,1,1,1,2,12435,0
2,1,1,1,2,13116,0
2,2,1,2,3,21000,3
1,2,3,2,7,77863,5
2,3,2,2,6,53349,3
2,2,2,3,3,57756,10
2,3,2,2,2,47731,4
2,2,2,3,3,59962,11
2,2,1,2,5,23018,3
2,2,2,3,1,58907,7
1,2,2,3,4,42743,8
2,1,1,1,2,18971,0
1,2,3,2,6,61162,4
2,2,2,3,3,47618,9
1,1,3,1,3,76749,1
1,2,3,2,6,99250,3
2,2,2,3,3,51055,7
2,1,1,1,2,25757,0
1,2,2,3,4,36919,7
2,2,2,3,4,36940,11
2,2,2,3,1,37083,11
2,3,2,2,2,49333,5
1,3,2,2,6,37549,5
1,3,2,2,4,44270,4
2,1,1,1,1,13168,0
2,2,1,2,3,14467,3
1,1,3,1,4,68208,1
2,2,2,3,3,59458,9
1,2,2,3,3,33969,12
1,3,2,2,4,56048,5
2,3,3,3,7,80379,7
2,1,1,1,2,18857,1
1,3,2,2,6,54186,5
1,1,1,1,2,24294,1
2,2,1,2,3,10546,3
1,1,1,1,2,24190,1
2,1,1,1,1,26383,1
1,1,3,1,4,77325,1
1,2,3,2,7,72174,4
1,1,1,1,2,21884,1
1,2,3,2,6,61571,3
1,1,1,1,2,26629,0
2,1,1,1,2,14471,0
1,2,3,2,6,67302,4
1,1,3,1,5,63984,0
1,1,1,1,1,13719,1
1,2,3,2,6,91651,3
1,1,1,1,1,17304,1
1,3,2,2,6,30590,4
1,1,1,1,2,27431,1
1,2,3,2,6,73571,3
2,2,1,2,5,26652,3
2,1,1,1,2,15210,1
1,2,3,2,6,81108,3
2,3,3,3,5,89922,10
1,2,2,3,3,30967,8
1,1,3,1,5,69145,0
1,1,3,1,3,94020,1
2,3,3,3,7,76138,10
2,1,1,1,1,17871,0
2,1,1,1,2,21216,1
2,2,2,3,1,39983,9
1,1,1,1,1,12839,1
1,1,1,1,2,22173,0
2,3,2,2,4,57356,5
2,3,2,2,6,43301,4
2,3,3,3,5,67880,8
1,2,3,2,7,88307,4
2,3,2,2,2,40559,4
2,3,3,3,5,60401,14
1,1,1,1,1,14763,1
1,1,1,1,2,13674,0
1,2,2,3,3,54103,8
1,2,2,3,1,49534,11
2,1,1,1,2,18609,0
1,3,2,2,6,34033,5
1,2,3,2,7,61406,5
1,1,1,1,2,24952,1
2,2,2,3,4,52501,9
1,2,2,3,3,58160,14
2,3,3,3,5,75360,10
1,1,3,1,3,76878,1
1,3,2,2,6,46548,5
1,2,2,3,1,35406,10
1,3,2,2,4,59355,4
2,2,2,3,1,54598,9
2,1,1,1,1,19319,0
2,3,2,2,6,41279,4
1,1,3,1,4,72672,0
2,3,2,2,4,37835,5
2,2,2,3,3,43876,14
2,3,3,3,7,96482,13
2,2,1,2,5,14257,4
1,1,1,1,1,25292,0
1,2,3,2,6,65439,5
2,1,1,1,1,20743,0
1,1,3,1,5,64764,1
2,3,3,3,7,76401,12
1,3,2,2,6,53672,3
2,3,2,2,6,42559,4
1,1,3,1,4,84276,0
2,2,1,2,5,19020,5
2,2,2,3,3,45189,12
2,3,2,2,4,59158,4
2,3,2,2,6,37824,3
2,3,3,3,7,96540,14
2,2,1,2,4,14980,3
1,2,3,2,7,99817,4
2,3,3,3,6,80947,14
1,2,2,3,4,56534,12
1,1,3,1,4,79459,0
2,2,1,2,5,20332,4
2,3,3,3,5,78130,10
2,3,2,2,4,59576,4
1,2,3,2,7,85757,5
2,2,2,3,3,49343,10
2,3,3,3,5,92811,8
2,3,2,2,6,38038,4
2,2,2,3,1,32387,11
1,1,1,1,1,23091,0
1,1,1,1,1,12173,1
2,1,1,1,1,20475,0
2,3,2,2,6,36788,5
2,3,2,2,4,35326,3
2,2,2,3,3,56590,7
2,2,1,2,5,27406,4
1,2,2,3,3,50982,11
2,3,3,3,6,77470,9
2,3,2,2,2,58642,5
2,2,1,2,3,12753,3
2,1,1,1,1,29991,1
1,1,3,1,3,61065,0
1,2,3,2,6,74332,4
2,2,2,3,1,43512,12
2,3,3,3,6,93653,9
2,1,1,1,2,17535,0
2,3,2,2,4,35111,4
2,2,2,3,3,36064,13
2,2,2,3,3,44496,7
1,1,1,1,2,26070,1
1,3,2,2,2,35065,3
2,2,1,2,5,23371,4
1,2,2,3,1,53041,10
2,2,2,3,3,34609,7
2,2,2,3,3,42317,8
1,3,2,2,2,34762,3
1,1,3,1,4,98215,0
2,2,1,2,4,24439,5
1,3,2,2,6,35482,4
1,1,1,1,1,18240,0
1,1,3,1,4,90124,0
1,2,2,3,1,32260,8
2,3,2,2,6,34238,5
2,3,3,3,6,88352,14
1,2,3,2,6,83978,4
1,3,2,2,4,33265,4
1,2,2,3,1,37770,7
2,3,2,2,4,53534,4
1,1,3,1,5,86150,1
1,2,2,3,1,51624,8
1,3,2,2,6,55358,5
2,2,1,2,4,19932,3
1,2,3,2,6,73320,5
2,2,1,2,4,11741,3
1,1,3,1,3,89321,1
2,3,2,2,2,32193,3
2,2,1,2,3,25705,4
1,1,1,1,1,22783,0
1,1,1,1,2,17486,1
1,2,3,2,6,62451,4
1,1,1,1,1,27939,0
2,3,2,2,2,30125,4
2,3,3,3,7,89608,9
2,2,1,2,5,27116,3
2,2,1,2,4,26533,3
2,3,2,2,6,55463,5
2,2,1,2,5,22096,5
1,2,2,3,4,49292,8
1,2,3,2,7,80495,3
2,3,2,2,6,54794,5
1,2,3,2,7,77964,5
2,2,2,3,4,49068,11
2,2,1,2,5,24043,4
2,3,3,3,5,99119,8
1,1,3,1,3,65753,1
2,3,3,3,5,64523,7
2,1,1,1,1,11647,0
2,2,2,3,1,49167,9
2,2,1,2,3,28546,4
2,2,2,3,4,30058,11
1,2,3,2,7,93848,4
2,2,2,3,1,39451,13
2,2,2,3,4,30261,8
1,2,2,3,3,58352,9
1,2,3,2,6,67821,3
1,2,2,3,1,36669,12
1,3,2,2,6,38414,3
1,2,2,3,3,47618,13
2,2,2,3,4,33780,12
2,3,2,2,2,35681,3
1,3,2,2,4,40657,4
1,3,2,2,2,31122,5
1,2,3,2,6,73923,5
2,3,2,2,4,43648,4
1,1,1,1,2,23692,1
2,3,3,3,5,88304,10
2,3,3,3,7,68651,12
1,1,3,1,3,61454,1
1,2,3,2,6,93344,4
2,3,3,3,6,64517,10
1,2,2,3,4,58932,12
2,2,2,3,3,37733,14
1,1,3,1,3,71458,0
1,3,2,2,4,43420,4
1,2,3,2,7,85427,4
2,3,2,2,4,51047,3
2,1,1,1,2,14968,0
1,2,2,3,3,38668,11
2,2,2,3,1,47172,13
2,3,3,3,7,98179,11
2,3,2,2,6,58767,5
2,2,1,2,5,26218,5
2,1,1,1,1,18641,0
2,3,3,3,6,96431,9
2,2,2,3,3,55178,12
1,2,2,3,1,30171,12
1,1,3,1,4,76379,1
2,1,1,1,1,27303,0
2,3,3,3,6,91316,13
2,2,2,3,1,56605,11
1,1,3,1,3,97449,0
2,2,1,2,5,14310,4
1,2,2,3,4,55138,11
2,3,2,2,4,51756,3
2,1,1,1,2,24565,0
2,3,2,2,4,43800,4
2,3,2,2,6,40444,3
2,2,1,2,5,25546,4
2,1,1,1,1,18138,1
1,1,1,1,2,19900,1
1,3,2,2,2,31012,3
2,2,2,3,1,44828,7
2,1,1,1,1,18406,0
1,3,2,2,6,35120,3
1,3,2,2,4,56288,5
1,2,2,3,4,41204,14
1,2,3,2,6,64242,5
2,2,2,3,3,52047,7
2,3,2,2,6,34324,3
1,1,1,1,1,25013,0
2,3,2,2,6,44028,5
1,1,1,1,1,26846,1
1,2,3,2,6,75615,5
2,2,2,3,4,43327,11
1,1,1,1,2,24014,0
2,1,1,1,1,22337,0
1,2,2,3,1,37271,10
2,2,1,2,5,28339,3
2,2,2,3,4,38866,8
1,2,3,2,7,91891,4
1,2,2,3,1,36300,14
2,2,2,3,3,56910,11
2,3,3,3,6,91951,14
2,3,2,2,2,38218,4
1,1,3,1,4,69025,0
2,2,2,3,1,47261,11
2,2,2,3,4,32768,7
1,2,3,2,7,88018,3
2,3,3,3,6,64625,9
1,1,3,1,5,64614,0
2,3,3,3,7,79482,8
1,2,2,3,3,42219,7
1,1,1,1,1,21852,1
1,1,1,1,2,12568,0
1,3,2,2,2,50139,5
1,1,1,1,2,13957,0
2,1,1,1,2,13062,1
1,2,3,2,6,78692,3
1,1,1,1,1,16016,1
1,3,2,2,2,43911,3
2,2,1,2,5,11663,4
1,2,3,2,6,94505,4
1,2,2,3,1,50841,10
2,2,1,2,4,29153,4
2,1,1,1,1,13205,1
1,1,1,1,1,25391,0
2,1,1,1,1,29729,1
2,1,1,1,1,12089,0
2,3,2,2,2,35372,3
1,2,2,3,4,57495,13
2,2,1,2,4,15019,3
2,3,2,2,2,45119,5
2,1,1,1,2,21379,1
2,2,1,2,5,25356,3
1,2,2,3,3,30448,13
1,1,1,1,1,25105,0
2,2,1,2,3,23334,4
1,1,3,1,4,96561,0
1,2,2,3,4,58180,14
1,1,1,1,1,22918,1
1,1,1,1,2,17656,1
1,3,2,2,4,57570,5
2,1,1,1,2,22333,0
2,3,3,3,5,67187,11
1,1,3,1,5,72582,0
2,3,3,3,6,68277,12
1,3,2,2,6,30233,3
2,1,1,1,2,17009,1
1,1,1,1,2,14251,1
1,2,3,2,7,67049,3
1,2,3,2,6,74408,3
1,2,3,2,6,76932,5
1,1,1,1,2,17003,1
1,3,2,2,2,45657,3
2,2,1,2,5,19045,3
2,2,2,3,1,54001,13
1,3,2,2,6,59095,3
2,2,1,2,4,19995,5
1,3,2,2,4,56412,4
1,2,2,3,1,58782,8
2,3,2,2,2,37056,4
1,1,3,1,3,75854,1
1,1,3,1,4,89805,1
2,2,2,3,1,47466,8
2,3,2,2,2,32856,5
1,1,1,1,1,29164,0
2,3,3,3,7,78330,10
1,2,3,2,7,82569,4
2,2,2,3,3,33967,13
2,3,3,3,6,93842,7
1,1,1,1,2,14345,0
2,2,1,2,3,27070,5
2,3,3,3,6,66279,7
2,2,2,3,3,36989,7
1,3,2,2,2,55653,3
2,1,1,1,2,16645,1
1,2,3,2,7,99310,5
2,2,1,2,5,29252,3
1,1,1,1,2,29145,0
2,3,2,2,4,49137,3
1,1,3,1,3,89803,1
2,1,1,1,2,17251,0
1,2,2,3,4,43282,11
2,1,1,1,2,14284,0
2,3,2,2,4,40919,4
2,3,2,2,2,39552,3
2,2,2,3,1,39850,11
1,2,3,2,7,90208,4
1,2,2,3,1,36989,7
1,1,3,1,4,65688,0
2,3,2,2,6,48195,5
2,2,1,2,3,26316,3
1,1,1,1,1,23009,0
2,2,2,3,3,42920,7
2,2,1,2,5,10788,3
2,1,1,1,1,21579,1
2,1,1,1,2,11279,0
1,1,1,1,1,11600,0
2,1,1,1,2,24596,0
2,3,2,2,6,58774,5
1,2,3,2,6,69857,5
2,2,1,2,4,28832,5
1,2,3,2,6,62550,3
1,2,3,2,7,76885,3
1,3,2,2,6,59141,3
2,1,1,1,1,21982,0
2,3,3,3,5,98899,13
1,2,2,3,4,56516,12
2,3,3,3,7,73979,13
1,1,1,1,2,22166,1
1,3,2,2,2,57438,3
2,3,2,2,6,38109,4
1,2,2,3,3,55000,7
1,1,3,1,3,71209,1
2,3,3,3,7,85808,8
2,3,3,3,6,65704,9
2,3,3,3,7,60110,9
1,2,2,3,1,36778,11
2,1,1,1,2,22016,0
1,1,3,1,4,70585,1
1,1,3,1,3,82354,1
2,1,1,1,2,16578,1
1,1,3,1,5,81353,0
2,3,3,3,6,74474,11
2,2,2,3,1,57145,12
2,2,1,2,5,14167,5
1,2,2,3,3,41317,8
1,2,3,2,6,91599,5
2,1,1,1,2,28875,0
1,2,2,3,4,52530,10
2,2,1,2,3,23621,3
1,2,3,2,7,79504,3
1,2,2,3,4,43205,14
2,2,1,2,3,16997,3
1,1,3,1,3,87536,0
1,1,1,1,1,25552,0
2,3,2,2,2,48629,4
2,3,3,3,7,74801,9
2,2,2,3,3,40727,14
2,3,3,3,5,66684,7
1,2,3,2,6,60134,4
2,2,2,3,1,59282,13
2,2,2,3,3,41370,7
1,2,2,3,1,53576,10
2,3,3,3,7,90871,10
1,1,1,1,1,17860,1
2,1,1,1,2,10084,0
2,1,1,1,2,12174,0
2,2,2,3,4,41203,9
1,2,3,2,7,92461,5
2,2,1,2,5,14610,5
1,1,1,1,2,15888,1
2,2,1,2,4,26573,3
1,2,3,2,6,81360,5
2,3,3,3,5,79096,10
2,2,1,2,3,10126,3
2,1,1,1,2,16351,1
1,1,1,1,2,25938,0
2,2,1,2,4,27423,3
1,3,2,2,2,48056,4
2,2,1,2,5,17910,3
1,2,3,2,6,95683,3
2,3,3,3,5,99007,9
1,1,1,1,1,15905,1
2,2,2,3,4,42111,14
1,2,2,3,3,49621,14
2,3,3,3,5,61234,13
2,1,1,1,2,22359,1
2,3,2,2,2,58554,4
2,3,2,2,6,47793,3
2,1,1,1,1,18154,1
2,1,1,1,1,17406,0
1,2,2,3,1,40577,9
1,2,2,3,1,36243,9
2,3,2,2,4,47726,5
1,2,2,3,4,50152,13
2,3,3,3,7,64880,7
2,3,3,3,5,61789,11
2,3,3,3,7,87052,8
2,1,1,1,1,13767,0
2,2,1,2,3,19749,3
1,3,2,2,2,59076,4
2,3,2,2,2,39481,4
2,1,1,1,2,19270,1
2,3,3,3,6,88095,11
1,2,3,2,6,71134,3
1,1,1,1,1,11660,0
1,1,1,1,2,19214,1
2,1,1,1,1,18538,1
1,2,3,2,7,65062,3
1,3,2,2,2,30403,4
1,1,1,1,1,26280,0
2,3,2,2,2,53802,4
2,2,2,3,4,40329,12
2,2,1,2,5,20339,5
2,2,2,3,1,54217,12
1,1,3,1,3,82297,0
1,1,3,1,4,87804,0
1,3,2,2,4,49663,4
1,3,2,2,6,35689,3
2,3,3,3,7,78314,9
1,1,1,1,1,25933,1
2,3,3,3,6,61860,8
1,2,3,2,6,60980,5
1,1,1,1,1,22418,1
1,1,1,1,2,20177,0
1,2,3,2,6,84191,3
1,1,3,1,3,88145,0
2,1,1,1,2,26185,0
2,2,1,2,5,19362,4
2,1,1,1,1,25410,0
2,3,2,2,2,54739,3
2,1,1,1,1,21571,1
1,1,1,1,2,18146,1
2,3,3,3,5,88089,12
2,1,1,1,1,21559,0
2,2,1,2,5,21424,3
2,3,2,2,2,51643,5
2,2,1,2,3,17929,3
1,1,1,1,2,22859,0
1,1,1,1,1,20333,0
2,1,1,1,1,12475,0
2,1,1,1,1,16278,1
2,2,1,2,4,11969,3
2,3,2,2,4,42401,4
2,2,2,3,1,48491,9
1,2,2,3,3,44720,7
2,3,2,2,4,59753,4
2,2,2,3,1,33995,12
2,2,2,3,3,53811,7
2,2,2,3,1,32844,14
2,2,2,3,1,45196,7
2,3,3,3,6,66485,13
